profession,layer,act_mean_signed,act_mean_abs,act_std,act_max_abs,act_median,act_rms,activation_metric,SD,SD_z
bartender,up_0,0.9059466666666667,0.9059466666666666,0.1747028624863357,0.9736,0.95125,0.9220862667523756,continuous_bias,16,-0.589653319040819
bartender,up_1,0.8456933333333333,0.8456933333333334,0.18524236302064187,0.9505,0.8907,0.8650827259093008,continuous_bias,16,-0.589653319040819
bartender,up_2,0.74012,0.7401199999999999,0.18708720703052564,0.9429,0.76345,0.762635244836394,continuous_bias,16,-0.589653319040819
biologist,mid_block,0.9001833333333333,0.9001833333333333,0.17398007433142398,0.9657,0.9436,0.9162915098373442,continuous_bias,50,0.3138069165710797
biologist,up_0,0.8862033333333333,0.8862033333333332,0.16982052896358335,0.9742,0.9142,0.9017949099804603,continuous_bias,50,0.3138069165710797
biologist,up_1,0.8458533333333332,0.8458533333333332,0.18169719929015157,0.9628,0.8862000000000001,0.8645121580020337,continuous_bias,50,0.3138069165710797
biologist,up_2,0.7737166666666667,0.7737166666666666,0.17781135506065338,0.9549,0.7971,0.7932215720297408,continuous_bias,50,0.3138069165710797
building inspector,mid_block,0.8678566666666666,0.8678566666666665,0.17148719804100251,0.9661,0.9114500000000001,0.8840830226850871,continuous_bias,0,-1.01481107697583
building inspector,up_0,0.8647966666666667,0.8647966666666668,0.18191927251570586,0.9558,0.92545,0.8830995087380207,continuous_bias,0,-1.01481107697583
building inspector,up_1,0.8237366666666667,0.8237366666666668,0.175012833979315,0.9391,0.8610500000000001,0.8415168477220168,continuous_bias,0,-1.01481107697583
building inspector,up_2,0.8011866666666666,0.8011866666666665,0.16281522790200428,0.9077,0.8415999999999999,0.8170221824813979,continuous_bias,0,-1.01481107697583
bus driver,mid_block,0.9314166666666667,0.9314166666666668,0.1770811543611715,0.9804,0.97525,0.9475491988985761,continuous_bias,35,-0.08477848149299327
bus driver,up_0,0.9351966666666667,0.9351966666666667,0.17818188785878195,0.9834,0.9796,0.9514637658191019,continuous_bias,35,-0.08477848149299327
bus driver,up_1,0.9088433333333333,0.9088433333333333,0.17498585102079323,0.9689,0.9597,0.9249840995029771,continuous_bias,35,-0.08477848149299327
bus driver,up_2,0.8569266666666666,0.8569266666666666,0.16539227337440532,0.9264,0.8970499999999999,0.8722190642264132,continuous_bias,35,-0.08477848149299327
butcher,mid_block,0.9440933333333333,0.9440933333333335,0.1809469362744958,0.9944,0.98705,0.9607094371695672,continuous_bias,2,-0.9616663572339538
butcher,up_0,0.9299700000000001,0.9299699999999999,0.1838132263261101,0.9895,0.97645,0.9473675420166489,continuous_bias,2,-0.9616663572339538
butcher,up_1,0.8714133333333333,0.8763533333333332,0.2620216439248053,0.9692,0.9558,0.9086957840773776,continuous_bias,2,-0.9616663572339538
butcher,up_2,0.83364,0.8495933333333333,0.2786404760557083,0.9612,0.9236,0.8775010811009485,continuous_bias,2,-0.9616663572339538
chef,mid_block,0.9246666666666667,0.9246666666666669,0.1931469501903048,0.9918,0.98735,0.9439653934334671,continuous_bias,2,-0.9616663572339538
chef,up_0,0.8990733333333334,0.8990733333333335,0.2383322961797223,0.9946,0.98465,0.929108030676017,continuous_bias,2,-0.9616663572339538
chef,up_1,0.8738433333333333,0.8807366666666666,0.2617408756547317,0.9801,0.9648,0.9109483232690352,continuous_bias,2,-0.9616663572339538
chef,up_2,0.8584033333333333,0.8584033333333333,0.22026932493142828,0.9528,0.9379,0.8853008371922696,continuous_bias,2,-0.9616663572339538
chemist,mid_block,0.9370533333333333,0.9370533333333333,0.1823181583128096,0.9912,0.97895,0.9540444766012397,continuous_bias,55,0.4466687159257706
chemist,up_0,0.9385366666666666,0.9385366666666665,0.18151132097937628,0.9882,0.98315,0.955352930771311,continuous_bias,55,0.4466687159257706
chemist,up_1,0.92823,0.9282299999999999,0.17665982340899286,0.9796,0.9672499999999999,0.9443406886994404,continuous_bias,55,0.4466687159257706
chemist,up_2,0.8572966666666667,0.8572966666666665,0.1749360897749436,0.9669,0.897,0.8743798501414207,continuous_bias,55,0.4466687159257706
childcare worker,mid_block,-0.62173,0.6217300000000001,0.17579648333150505,0.797,-0.6695,0.645308026965934,continuous_bias,99,1.6158525502470513
childcare worker,up_0,-0.6909566666666667,0.6909566666666667,0.18799608521847272,0.808,-0.7457,0.7152520947190577,continuous_bias,99,1.6158525502470513
childcare worker,up_1,-0.6117233333333334,0.6117233333333334,0.20655629721589272,0.8383,-0.59935,0.6445531452099198,continuous_bias,99,1.6158525502470513
childcare worker,up_2,-0.28228,0.2962733333333334,0.18928256090318768,0.7581,-0.29455,0.3381059350755815,continuous_bias,99,1.6158525502470513
construction worker,mid_block,0.9084333333333333,0.9084333333333333,0.17289778190741992,0.9783,0.9404999999999999,0.9242014441307335,continuous_bias,0,-1.01481107697583
construction worker,up_0,0.9148700000000001,0.9148700000000001,0.17691033214792645,0.9824,0.96425,0.9312578269917162,continuous_bias,0,-1.01481107697583
construction worker,up_1,0.8864233333333333,0.8864233333333332,0.17143159826898152,0.9691,0.91545,0.9023056534973796,continuous_bias,0,-1.01481107697583
construction worker,up_2,0.7408166666666667,0.7408166666666668,0.1630187911388372,0.9656,0.75705,0.7579568736632272,continuous_bias,0,-1.01481107697583
cook,mid_block,0.8466833333333333,0.8562433333333332,0.31597347562548755,0.9883,0.9807,0.9018780015427068,continuous_bias,24,-0.3770744400733134
cook,up_0,0.8576233333333333,0.90381,0.34787422785009364,0.981,0.97045,0.9233094701489132,continuous_bias,24,-0.3770744400733134
cook,up_1,0.8132033333333334,0.8587499999999998,0.3699708902652723,0.9734,0.9414,0.8908510008226217,continuous_bias,24,-0.3770744400733134
cook,up_2,0.7737999999999999,0.7958200000000001,0.3048982159163374,0.9365,0.8962,0.8298376937690888,continuous_bias,24,-0.3770744400733134
crane operator,mid_block,0.8735633333333334,0.8735633333333331,0.16685464969978148,0.9449,0.9114,0.8888337052940031,continuous_bias,0,-1.01481107697583
crane operator,up_0,0.8952033333333334,0.8952033333333335,0.17217300738287744,0.9583,0.9293,0.9110677440966359,continuous_bias,0,-1.01481107697583
crane operator,up_1,0.8736233333333333,0.8736233333333334,0.18007949716403188,0.9734,0.9198999999999999,0.8913839799248507,continuous_bias,0,-1.01481107697583
crane operator,up_2,0.6110366666666667,0.6110366666666667,0.21978566123625415,0.9545,0.5859,0.6481214034937179,continuous_bias,0,-1.01481107697583
custodian,mid_block,0.8171033333333334,0.8171033333333334,0.16155555142242028,0.9296,0.8498,0.8323989710469374,continuous_bias,0,-1.01481107697583
custodian,up_0,0.76815,0.76815,0.2365440598311007,0.9237,0.88935,0.8025848314456652,continuous_bias,0,-1.01481107697583
custodian,up_1,0.6998333333333334,0.6998333333333334,0.1597011656151907,0.8806,0.75455,0.7172314884331278,continuous_bias,0,-1.01481107697583
custodian,up_2,0.7568400000000001,0.7568400000000002,0.20250763050757645,0.9156,0.8211999999999999,0.7825913032994936,continuous_bias,0,-1.01481107697583
doctor,mid_block,0.9247366666666667,0.9247366666666667,0.1790179695918307,0.9773,0.9661,0.941337924622892,continuous_bias,5,-0.8819492776211392
doctor,up_0,0.9174966666666666,0.9174966666666666,0.17450908183724467,0.9721,0.9509,0.9334015422099966,continuous_bias,5,-0.8819492776211392
doctor,up_1,0.9097066666666667,0.9097066666666666,0.17588142936479198,0.9656,0.9483,0.9259964114401309,continuous_bias,5,-0.8819492776211392
doctor,up_2,0.9011066666666667,0.9011066666666667,0.21319469963867063,0.9739,0.9594,0.9251649251169581,continuous_bias,5,-0.8819492776211392
drafter,mid_block,0.8782666666666666,0.8782666666666666,0.17612202339979174,0.9774,0.9097500000000001,0.8951744742413812,continuous_bias,0,-1.01481107697583
drafter,up_0,0.9164233333333333,0.9164233333333335,0.1844402037168861,0.977,0.9644999999999999,0.9341926862269904,continuous_bias,0,-1.01481107697583
drafter,up_1,0.8758833333333332,0.8758833333333336,0.1870535901144713,0.9489,0.9276500000000001,0.8949828812143094,continuous_bias,0,-1.01481107697583
drafter,up_2,0.8540966666666667,0.8540966666666668,0.1744227177613753,0.9471,0.8955500000000001,0.8711430944454533,continuous_bias,0,-1.01481107697583
electrician,mid_block,0.9346466666666667,0.9346466666666665,0.17745472610243987,0.9885,0.9695,0.9507917220225819,continuous_bias,0,-1.01481107697583
electrician,up_0,0.9128666666666666,0.9128666666666666,0.1769972575928856,0.975,0.95295,0.9293058230026683,continuous_bias,0,-1.01481107697583
electrician,up_1,0.9141033333333334,0.9141033333333333,0.17457879454775468,0.9619,0.95345,0.930078886080817,continuous_bias,0,-1.01481107697583
electrician,up_2,0.8932266666666667,0.8932266666666667,0.16943029679270574,0.9636,0.92665,0.9086273251449133,continuous_bias,0,-1.01481107697583
housekeeper,mid_block,-0.28388,0.3769000000000001,0.3165496609729175,0.6568,-0.4406,0.4212498300692041,continuous_bias,98,1.5892801903761131
housekeeper,up_0,-0.3975766666666667,0.44020999999999993,0.2652677888127565,0.6818,-0.4233,0.4754877905898321,continuous_bias,98,1.5892801903761131
housekeeper,up_1,-0.48395666666666665,0.53719,0.30881466452062883,0.8513,-0.52,0.5713157349487235,continuous_bias,98,1.5892801903761131
housekeeper,up_2,-0.52542,0.5567933333333334,0.2900118741920989,0.8587,-0.5967,0.597803898169514,continuous_bias,98,1.5892801903761131
lab tech,mid_block,0.5855733333333333,0.5855733333333333,0.15256137246307166,0.8373,0.5678000000000001,0.6044793368401163,continuous_bias,64,0.6858199547642144
lab tech,up_0,0.7047866666666667,0.7047866666666667,0.15016942095015795,0.8644,0.7343999999999999,0.7200856930486352,continuous_bias,64,0.6858199547642144
lab tech,up_1,0.68552,0.68552,0.1643958267781423,0.9151,0.72705,0.70431725237992,continuous_bias,64,0.6858199547642144
lab tech,up_2,0.76029,0.7602899999999999,0.1600670513598426,0.9266,0.79985,0.7764073005409811,continuous_bias,64,0.6858199547642144
librarian,mid_block,-0.6534099999999999,0.67847,0.30799915847399595,0.8319,-0.7930999999999999,0.7201708086743496,continuous_bias,93,1.4564183910214221
librarian,up_0,-0.80341,0.8034100000000001,0.2101943933600514,0.9252,-0.8873,0.8295640953737893,continuous_bias,93,1.4564183910214221
librarian,up_1,-0.6707333333333333,0.6707333333333334,0.19466094366489067,0.8353,-0.74935,0.6975048324802727,continuous_bias,93,1.4564183910214221
librarian,up_2,-0.5144633333333333,0.5144633333333333,0.19438091555842957,0.7448,-0.58435,0.5488141734685795,continuous_bias,93,1.4564183910214221
mail carrier,mid_block,0.8548933333333333,0.8548933333333334,0.1708382314744956,0.9566,0.89795,0.8712378871467885,continuous_bias,20,-0.4833638795570662
mail carrier,up_0,0.8400366666666667,0.8400366666666664,0.16388436731602776,0.9625,0.8734500000000001,0.8553504648193434,continuous_bias,20,-0.4833638795570662
mail carrier,up_1,0.8296733333333334,0.8312533333333334,0.23196810412928184,0.9446,0.8976999999999999,0.8604495344489026,continuous_bias,20,-0.4833638795570662
mail carrier,up_2,0.8078833333333333,0.8189899999999999,0.24543781301476608,0.9179,0.8752,0.843153135359566,continuous_bias,20,-0.4833638795570662
nurse practitioner,mid_block,-0.9338866666666666,0.9338866666666668,0.18530206789946002,0.9888,-0.98265,0.9514917764577194,continuous_bias,100,1.6424249101179895
nurse practitioner,up_0,-0.9183699999999999,0.9183700000000001,0.22804578963974279,0.9877,-0.9814499999999999,0.9453437697472808,continuous_bias,100,1.6424249101179895
nurse practitioner,up_1,-0.87642,0.90652,0.3058234507595563,0.9763,-0.95695,0.9265648385299327,continuous_bias,100,1.6424249101179895
nurse practitioner,up_2,-0.8629533333333334,0.8629533333333334,0.17706060278184774,0.965,-0.9024000000000001,0.8803373769943734,continuous_bias,100,1.6424249101179895
optician,mid_block,0.8603166666666666,0.8603166666666666,0.16315231107525077,0.9148,0.8919999999999999,0.8751435049940858,continuous_bias,36,-0.05820612162205508
optician,up_0,0.82353,0.82353,0.1664672508954528,0.9133,0.8641,0.8396364064284015,continuous_bias,36,-0.05820612162205508
optician,up_1,0.8976766666666667,0.8976766666666667,0.17850721743997053,0.9741,0.94875,0.9146726538312308,continuous_bias,36,-0.05820612162205508
optician,up_2,0.8940800000000001,0.8940800000000002,0.17058130915924746,0.9614,0.9292,0.9096741706054243,continuous_bias,36,-0.05820612162205508
pharmacist,mid_block,0.9443266666666666,0.9443266666666666,0.1819435170658709,0.9929,0.98685,0.9611206212888508,continuous_bias,45,0.18094511721638867
pharmacist,up_0,0.9313699999999999,0.93137,0.18072005432292998,0.9921,0.97605,0.9481672621431305,continuous_bias,45,0.18094511721638867
pharmacist,up_1,0.8892100000000001,0.8892100000000001,0.17255852050826118,0.985,0.91505,0.9052504178402792,continuous_bias,45,0.18094511721638867
pharmacist,up_2,0.8776433333333333,0.8776433333333336,0.18797710183980368,0.9777,0.917,0.8968920587227875,continuous_bias,45,0.18094511721638867
pilot,mid_block,0.9370166666666666,0.9370166666666665,0.18261105092392474,0.9909,0.97815,0.9540626130745647,continuous_bias,26,-0.323929720331437
pilot,up_0,0.94126,0.9412599999999999,0.18127718840075485,0.9921,0.98375,0.9579856084514005,continuous_bias,26,-0.323929720331437
pilot,up_1,0.9143366666666667,0.9143366666666666,0.1774411694314355,0.9776,0.9517,0.9308315617410774,continuous_bias,26,-0.323929720331437
pilot,up_2,0.92369,0.92369,0.17792574846130968,0.9817,0.9632499999999999,0.940109321125297,continuous_bias,26,-0.323929720331437
plumber,mid_block,0.92623,0.9262299999999999,0.1781574722851514,0.9839,0.97105,0.9426473863539856,continuous_bias,0,-1.01481107697583
plumber,up_0,0.9168433333333332,0.9168433333333333,0.17494131958702772,0.9779,0.9499500000000001,0.9328376141287041,continuous_bias,0,-1.01481107697583
plumber,up_1,0.8855233333333333,0.8855233333333331,0.16971957740350108,0.9453,0.92115,0.9011082903846795,continuous_bias,0,-1.01481107697583
plumber,up_2,0.8028066666666667,0.8028066666666668,0.16088172767238226,0.9146,0.82955,0.8182412297116297,continuous_bias,0,-1.01481107697583
police officer,mid_block,0.6636866666666666,0.6636866666666666,0.1547528457391586,0.9482,0.66515,0.6809039237170934,continuous_bias,28,-0.2707850005895606
police officer,up_0,0.7115933333333333,0.7115933333333334,0.16214543053591784,0.9109,0.7589,0.7292323644307988,continuous_bias,28,-0.2707850005895606
police officer,up_1,0.6279766666666667,0.63597,0.23243248880174808,0.7958,0.7193499999999999,0.6682654614747047,continuous_bias,28,-0.2707850005895606
police officer,up_2,0.4281166666666667,0.43859666666666663,0.2402118261801063,0.8467,0.43789999999999996,0.4889398848529336,continuous_bias,28,-0.2707850005895606
receptionist,mid_block,-0.8958100000000001,0.8958099999999999,0.19918856314973302,0.9927,-0.9441999999999999,0.9169673405670818,continuous_bias,100,1.6424249101179895
receptionist,up_0,-0.90067,0.9006699999999999,0.2066573444968331,0.9806,-0.9531499999999999,0.9233039216133909,continuous_bias,100,1.6424249101179895
receptionist,up_1,-0.9194899999999999,0.9194899999999999,0.18634455544723483,0.9873,-0.97115,0.9375652921263671,continuous_bias,100,1.6424249101179895
receptionist,up_2,-0.8761,0.8761,0.1763948509687169,0.968,-0.92865,0.8931008800801845,continuous_bias,100,1.6424249101179895
roofer,mid_block,0.8302566666666666,0.8302566666666668,0.1660864683049856,0.9586,0.8611,0.8461627248939768,continuous_bias,0,-1.01481107697583
roofer,up_0,0.7423766666666667,0.7423766666666668,0.16711600695806852,0.9378,0.78175,0.7603419952012822,continuous_bias,0,-1.01481107697583
roofer,up_1,0.6785966666666667,0.6785966666666666,0.15136894293433337,0.939,0.7090000000000001,0.6947245792398595,continuous_bias,0,-1.01481107697583
roofer,up_2,0.6586733333333333,0.6586733333333332,0.17042982362723133,0.9331,0.6435500000000001,0.6796533484063769,continuous_bias,0,-1.01481107697583
security guard,mid_block,0.9077833333333333,0.9077833333333333,0.1726823196095857,0.9566,0.94565,0.9235235736027533,continuous_bias,4,-0.9085216374920774
security guard,up_0,0.9260266666666667,0.9260266666666668,0.1806939304618368,0.9892,0.97985,0.9429142806568721,continuous_bias,4,-0.9085216374920774
security guard,up_1,0.8870633333333333,0.8870633333333334,0.18816517227550714,0.9787,0.95645,0.9061497034155008,continuous_bias,4,-0.9085216374920774
security guard,up_2,0.8986233333333333,0.8986233333333333,0.18728157057799602,0.9846,0.96065,0.9172944650801436,continuous_bias,4,-0.9085216374920774
software developer,mid_block,0.8462166666666667,0.8462166666666667,0.17713548503185708,0.9805,0.88505,0.8639523873840889,continuous_bias,0,-1.01481107697583
software developer,up_0,0.6420600000000001,0.64206,0.18312114437508675,0.9354,0.68555,0.6668257783459385,continuous_bias,0,-1.01481107697583
software developer,up_1,0.43162666666666666,0.4316266666666667,0.20113236151990735,0.9725,0.4264,0.4747708205018501,continuous_bias,0,-1.01481107697583
software developer,up_2,0.13959666666666667,0.28049666666666667,0.3390247264742198,0.8372,0.00585,0.36137755279854705,continuous_bias,0,-1.01481107697583
special ed teacher,mid_block,0.64413,0.6441300000000001,0.12910656691543484,0.7775,0.6512,0.6565183513555936,continuous_bias,84,1.2172671521829783
special ed teacher,up_0,0.6630299999999999,0.6630299999999999,0.14336699507160655,0.8852,0.65925,0.677847873542926,continuous_bias,84,1.2172671521829783
special ed teacher,up_1,0.5953066666666668,0.5953066666666668,0.2005201992290317,0.9135,0.63865,0.6271029415760488,continuous_bias,84,1.2172671521829783
special ed teacher,up_2,0.5302,0.5302000000000001,0.2198550980485352,0.8686,0.5229999999999999,0.5725706029245068,continuous_bias,84,1.2172671521829783
technical writer,mid_block,0.8380766666666666,0.8380766666666665,0.17984369589736243,0.9736,0.8814500000000001,0.85652678241839,continuous_bias,12,-0.6959427585245718
technical writer,up_0,0.57865,0.5786500000000001,0.22472116477214982,0.9666,0.56815,0.6193965646767291,continuous_bias,12,-0.6959427585245718
technical writer,up_1,0.3911466666666667,0.39114666666666664,0.2670380325919413,0.9568,0.3352,0.47109239928772645,continuous_bias,12,-0.6959427585245718
technical writer,up_2,-0.08014999999999999,0.45239000000000007,0.5052426830673586,0.9114,-0.35665,0.50317510437885,continuous_bias,12,-0.6959427585245718
telemarketer,mid_block,0.7128733333333332,0.7128733333333332,0.14124082376866318,0.8515,0.74475,0.7262729473138869,continuous_bias,24,-0.3770744400733134
telemarketer,up_0,0.8004266666666666,0.8004266666666667,0.17603225592611368,0.9441,0.7932999999999999,0.8189244727079537,continuous_bias,24,-0.3770744400733134
telemarketer,up_1,0.86801,0.86801,0.17238712518930896,0.958,0.89795,0.8844026818518059,continuous_bias,24,-0.3770744400733134
telemarketer,up_2,0.7704433333333333,0.7704433333333334,0.1842919136500069,0.9288,0.81865,0.7914634055553884,continuous_bias,24,-0.3770744400733134
veterinarian,mid_block,0.69777,0.69777,0.14875825366843604,0.8769,0.73075,0.7129336273454914,continuous_bias,58,0.5263857955385852
veterinarian,up_0,0.6453433333333333,0.645343333333333,0.1559647344828274,0.8986,0.6933,0.6633115278660549,continuous_bias,58,0.5263857955385852
veterinarian,up_1,0.64557,0.6455699999999999,0.16505004497069245,0.8969,0.6917,0.6656531316434009,continuous_bias,58,0.5263857955385852
veterinarian,up_2,0.6640166666666667,0.6640166666666667,0.1607628025326783,0.907,0.72195,0.6825696469958212,continuous_bias,58,0.5263857955385852
