layer,step,activation_metric,pearson_vs_SD,spearman_vs_SD,pearson_vs_SD_z,spearman_vs_SD_z,n_professions,pearson_vs_SD_p,spearman_vs_SD_p
up_0,13,continuous_bias,-0.7015505149813821,-0.4305019944122322,-0.701550514981382,-0.4305019944122322,41,3.226098149609169e-07,0.00496008307874859
up_0,14,continuous_bias,-0.7035025412140918,-0.43164297829140835,-0.7035025412140921,-0.43164297829140835,41,2.895446616914225e-07,0.004834112463986812
up_0,15,continuous_bias,-0.7048395025536648,-0.4429650490924641,-0.7048395025536643,-0.4429650490924641,41,2.687412828388334e-07,0.0037272298507634145
up_0,16,continuous_bias,-0.7042557545257041,-0.4369090577337598,-0.7042557545257039,-0.4369090577337598,41,2.7764798278032115e-07,0.0042880655949332856
up_0,17,continuous_bias,-0.7028730373378532,-0.43201286655540383,-0.7028730373378531,-0.43201286655540383,41,2.998479085276765e-07,0.004793876140845667
up_0,18,continuous_bias,-0.701320284016187,-0.4365579857709364,-0.7013202840161867,-0.4365579857709364,41,3.2673221054027953e-07,0.0043227195679767984
up_0,19,continuous_bias,-0.699442996593718,-0.4381378096036419,-0.6994429965937178,-0.4381378096036419,41,3.6221316321052395e-07,0.004168674944721775
up_0,20,continuous_bias,-0.6989336325233223,-0.44024424138058244,-0.698933632523322,-0.44024424138058244,41,3.724378041621358e-07,0.0039707360771049395
up_0,21,continuous_bias,-0.69916328864256,-0.45042532830246196,-0.6991632886425602,-0.45042532830246196,41,3.677951942394684e-07,0.003125196235177276
up_0,22,continuous_bias,-0.6983382678481637,-0.45849998344740084,-0.6983382678481633,-0.45849998344740084,41,3.8472730557424656e-07,0.0025711967698444746
up_0,23,continuous_bias,-0.6970869015099467,-0.45692015961469545,-0.6970869015099465,-0.45692015961469545,41,4.117916386949461e-07,0.002672241741891815
up_0,24,continuous_bias,-0.6958612993813954,-0.45250758503177263,-0.6958612993813954,-0.45250758503177263,41,4.3999792885925306e-07,0.0029731622721136056
up_0,25,continuous_bias,-0.6960039098735166,-0.44919657643257993,-0.6960039098735161,-0.44919657643257993,41,4.366262806238265e-07,0.003218070261094101
up_0,26,continuous_bias,-0.6956839589106426,-0.45700792760540127,-0.6956839589106426,-0.45700792760540127,41,4.442242951947861e-07,0.0026665380346790482
up_0,27,continuous_bias,-0.6957284608050233,-0.4638538308804581,-0.6957284608050229,-0.4638538308804581,41,4.431602115569101e-07,0.0022532771863710594
up_0,28,continuous_bias,-0.6977786067493419,-0.49060055213560133,-0.6977786067493419,-0.49060055213560133,41,3.966212077450574e-07,0.0011279561545334234
up_0,29,continuous_bias,-0.6950069215240985,-0.5120384577779741,-0.6950069215240982,-0.5120384577779741,41,4.607074042471971e-07,0.0006212697977222709
up_1,0,continuous_bias,,,,,41,,
up_1,1,continuous_bias,-0.4083177360884591,-0.294286072836741,-0.408317736088459,-0.294286072836741,41,0.008042541644996393,0.06180776502255925
up_1,2,continuous_bias,-0.5483167062003681,-0.3587955460055464,-0.5483167062003681,-0.3587955460055464,41,0.00020613721172051396,0.02124166874333734
up_1,3,continuous_bias,-0.6213500724812042,-0.3941660462600071,-0.6213500724812039,-0.3941660462600071,41,1.455477820099822e-05,0.010771854243865677
up_1,4,continuous_bias,-0.5501583472539355,-0.391796310510949,-0.5501583472539352,-0.391796310510949,41,0.00019424791368992267,0.011298646804618385
up_1,5,continuous_bias,-0.5620308388589542,-0.2293377597144063,-0.5620308388589541,-0.2293377597144063,41,0.0001313305494884966,0.14919801481885533
up_1,6,continuous_bias,-0.5683492577078442,-0.31685624710788457,-0.5683492577078442,-0.31685624710788457,41,0.00010598311262818367,0.04354252857138781
up_1,7,continuous_bias,-0.5786397776432669,-0.3759980721838945,-0.5786397776432666,-0.3759980721838945,41,7.40351930902894e-05,0.015403435147036475
up_1,8,continuous_bias,-0.607022604580143,-0.3914452385481256,-0.6070226045801429,-0.3914452385481256,41,2.5786078003979222e-05,0.011378528644808445
up_1,9,continuous_bias,-0.6020893634693977,-0.3684500249831908,-0.6020893634693976,-0.3684500249831908,41,3.119923678184594e-05,0.01777195888280521
up_1,10,continuous_bias,-0.6206201236859912,-0.3835461193845983,-0.6206201236859911,-0.3835461193845983,41,1.4995380237983101e-05,0.01330750488241081
up_1,11,continuous_bias,-0.6340823795330253,-0.4146779333687537,-0.6340823795330252,-0.4146779333687537,41,8.544993187288108e-06,0.007024460245142303
up_1,12,continuous_bias,-0.6420893166817653,-0.3946048862135364,-0.6420893166817652,-0.3946048862135364,41,6.037427673014486e-06,0.010676638284684483
up_1,13,continuous_bias,-0.6437243652700079,-0.4065413329495331,-0.6437243652700078,-0.4065413329495331,41,5.617098787358078e-06,0.008348617187399052
up_1,14,continuous_bias,-0.6434126638276313,-0.4031183813120046,-0.6434126638276312,-0.4031183813120046,41,5.6950929033749824e-06,0.008966696888825574
up_1,15,continuous_bias,-0.645420849898188,-0.40891106869859123,-0.645420849898188,-0.40891106869859123,41,5.209539867818712e-06,0.007942483669226341
up_1,16,continuous_bias,-0.6478252063037895,-0.41049089253129667,-0.6478252063037895,-0.41049089253129667,41,4.678351999445537e-06,0.007681272202449078
up_1,17,continuous_bias,-0.6499946480768941,-0.4017140934607109,-0.6499946480768943,-0.4017140934607109,41,4.242281937448841e-06,0.009231397391908099
up_1,18,continuous_bias,-0.6513443306684698,-0.40471583252478,-0.6513443306684698,-0.40471583252478,41,3.990189101818804e-06,0.008673527567229476
up_1,19,continuous_bias,-0.6543428533414699,-0.4292732425423502,-0.6543428533414701,-0.4292732425423502,41,3.478670126681352e-06,0.005098923372840454
up_1,20,continuous_bias,-0.6563243161321568,-0.4228661792208226,-0.6563243161321564,-0.4228661792208226,41,3.174543422705721e-06,0.005878884521218563
up_1,21,continuous_bias,-0.6590314153207631,-0.4205330768684861,-0.6590314153207628,-0.4205330768684861,41,2.798520248053246e-06,0.006187513067369243
up_1,22,continuous_bias,-0.6624730141605798,-0.4203209074903527,-0.6624730141605796,-0.4203209074903527,41,2.3797064249871397e-06,0.006216262046253303
up_1,23,continuous_bias,-0.665042199565337,-0.4205842114624703,-0.665042199565337,-0.4205842114624703,41,2.1055927764219146e-06,0.006180601545527847
up_1,24,continuous_bias,-0.6677382058748,-0.42444600305352803,-0.6677382058747997,-0.42444600305352803,41,1.8494793579627135e-06,0.005677550709878421
up_1,25,continuous_bias,-0.6699170310982643,-0.4276934187096448,-0.6699170310982641,-0.4276934187096448,41,1.6638350276231231e-06,0.005282381482136623
up_1,26,continuous_bias,-0.6708991798965944,-0.42470930702564563,-0.6708991798965941,-0.42470930702564563,41,1.5859091097277015e-06,0.005644582584300036
up_1,27,continuous_bias,-0.6694914943757124,-0.4111052684662377,-0.6694914943757122,-0.4111052684662377,41,1.6986822783453165e-06,0.007581706095634275
up_1,28,continuous_bias,-0.6728331862222928,-0.4045226691632983,-0.6728331862222928,-0.4045226691632983,41,1.4422130591929566e-06,0.008708534305159856
up_1,29,continuous_bias,-0.6751603345786937,-0.4020651654235343,-0.6751603345786937,-0.4020651654235343,41,1.2852615499657977e-06,0.009164602104389057
up_2,0,continuous_bias,,,,,41,,
up_2,1,continuous_bias,-0.518938548790069,-0.3875834469570678,-0.5189385487900686,-0.3875834469570678,41,0.00050844634956154,0.012289493678937871
up_2,2,continuous_bias,-0.6398755062450848,-0.5642604122479595,-0.6398755062450848,-0.5642604122479595,41,6.652637246133421e-06,0.00012182005221909984
up_2,3,continuous_bias,-0.6020748927774189,-0.4306775303936439,-0.6020748927774185,-0.4306775303936439,41,3.12165359461025e-05,0.004940519326103905
up_2,4,continuous_bias,-0.47014159934338634,-0.3174568223830875,-0.47014159934338623,-0.3174568223830875,41,0.0019244905014983984,0.043124226409665976
up_2,5,continuous_bias,-0.5327518751220073,-0.3347471165521414,-0.5327518751220071,-0.3347471165521414,41,0.00033600753086370096,0.03241237127238254
up_2,6,continuous_bias,-0.5755055433144818,-0.3658169852620151,-0.5755055433144817,-0.3658169852620151,41,8.268797394308143e-05,0.01866721253052713
up_2,7,continuous_bias,-0.5775087830184941,-0.3420028717052278,-0.5775087830184937,-0.3420028717052278,41,7.70578875358337e-05,0.028623397778405814
up_2,8,continuous_bias,-0.5792097296219023,-0.3214941499555569,-0.5792097296219022,-0.3214941499555569,41,7.25531063511176e-05,0.04039617050476583
up_2,9,continuous_bias,-0.5671483611099325,-0.3009564401303862,-0.5671483611099324,-0.3009564401303862,41,0.00011042892551933247,0.05586861609132614
up_2,10,continuous_bias,-0.544219646678991,-0.2830517700263912,-0.5442196466789908,-0.2830517700263912,41,0.00023497344266363017,0.0729347871584183
up_2,11,continuous_bias,-0.5378457180499511,-0.28901999339438955,-0.5378457180499508,-0.28901999339438955,41,0.00028710445114451405,0.06684244821681942
up_2,12,continuous_bias,-0.5402176617351464,-0.29226740905050624,-0.5402176617351462,-0.29226740905050624,41,0.00026659950631699014,0.06370082915150561
up_2,13,continuous_bias,-0.5365306283387223,-0.2855092737661552,-0.5365306283387223,-0.2855092737661552,41,0.00029907455790611305,0.0703753609906284
up_2,14,continuous_bias,-0.5283926204703523,-0.2820863221286268,-0.5283926204703521,-0.2820863221286268,41,0.00038366643754385353,0.07396007298656167
up_2,15,continuous_bias,-0.5258794034396942,-0.2822618581100385,-0.525879403439694,-0.2822618581100385,41,0.0004138207881989788,0.07377282020806893
up_2,16,continuous_bias,-0.5169565399468188,-0.28893222540368374,-0.5169565399468187,-0.28893222540368374,41,0.0005388084295921049,0.06692902721065477
up_2,17,continuous_bias,-0.5093690498862989,-0.28901999339438955,-0.5093690498862988,-0.28901999339438955,41,0.000670595579597097,0.06684244821681942
up_2,18,continuous_bias,-0.5017852564575956,-0.3091762134175965,-0.5017852564575954,-0.3091762134175965,41,0.0008303575993476181,0.04918775105637334
up_2,19,continuous_bias,-0.4980086846540094,-0.3041160877957971,-0.4980086846540093,-0.3041160877957971,41,0.0009219077512231742,0.05321945788685245
up_2,20,continuous_bias,-0.48621012903723876,-0.3020974240095624,-0.4862101290372386,-0.3020974240095624,41,0.0012685083287653745,0.054900064217182784
up_2,21,continuous_bias,-0.47346028626391384,-0.2959536646601523,-0.47346028626391373,-0.2959536646601523,41,0.001768641327628753,0.060277910591210314
up_2,22,continuous_bias,-0.4571573890684164,-0.2735728270301586,-0.45715738906841613,-0.2735728270301586,41,0.0026568496956498023,0.08349860852578392
up_2,23,continuous_bias,-0.44501817274887584,-0.24146025922265665,-0.44501817274887573,-0.24146025922265665,41,0.003552212221207574,0.1282872697398201
up_2,24,continuous_bias,-0.43744957210405844,-0.20941442582417658,-0.4374495721040582,-0.20941442582417658,41,0.004235184993286652,0.1888245883480617
up_2,25,continuous_bias,-0.43251015149479,-0.2009009307257084,-0.4325101514947898,-0.2009009307257084,41,0.004740240598287058,0.20784998351294218
up_2,26,continuous_bias,-0.4334632685515644,-0.19396725945994558,-0.4334632685515646,-0.19396725945994558,41,0.0046388972648035865,0.22430180756739948
up_2,27,continuous_bias,-0.4375102646088555,-0.16482828654560083,-0.4375102646088553,-0.16482828654560083,41,0.004229282840650941,0.30308418312708113
up_2,28,continuous_bias,-0.445912614636183,-0.15359398373525104,-0.44591261463618287,-0.15359398373525104,41,0.0034782400266533094,0.3376735599736377
up_2,29,continuous_bias,-0.3984921302734767,-0.17500937346748033,-0.39849213027347674,-0.17500937346748033,41,0.009864149912457215,0.2737686906259545
mid_block,0,mean_based_bias,,,,,41,,
mid_block,1,mean_based_bias,-0.4265312123308305,-0.3146399533531077,-0.4265312123308304,-0.3146399533531077,41,0.005420974343506028,0.04511476799879654
mid_block,2,mean_based_bias,-0.3734828521142427,-0.30401091875057434,-0.3734828521142424,-0.30401091875057434,41,0.016161117581695285,0.053305982808778636
mid_block,3,mean_based_bias,-0.41517595767128834,-0.3019218880281506,-0.4151759576712883,-0.3019218880281506,41,0.006949659376197223,0.055048190424807436
mid_block,4,mean_based_bias,-0.5020837808166041,-0.4382007794144359,-0.5020837808166039,-0.4382007794144359,41,0.000823478809330064,0.004162635353039501
mid_block,5,mean_based_bias,-0.5300273006189585,-0.4076823168287092,-0.5300273006189582,-0.4076823168287092,41,0.0003651268967283086,0.00815089728655783
mid_block,6,mean_based_bias,-0.5615278149893631,-0.36871332895530834,-0.561527814989363,-0.36871332895530834,41,0.00013356701859262708,0.017684455959023022
mid_block,7,mean_based_bias,-0.5886968578732508,-0.3888730201693858,-0.5886968578732507,-0.3888730201693858,41,5.152748465800737e-05,0.01197862843309206
mid_block,8,mean_based_bias,-0.6050852644147864,-0.384133342234808,-0.605085264414786,-0.384133342234808,41,2.7800330265390816e-05,0.013155129944822217
mid_block,9,mean_based_bias,-0.6218151533570124,-0.3865470671088986,-0.6218151533570122,-0.3865470671088986,41,1.428026693721197e-05,0.012544275255270692
mid_block,10,mean_based_bias,-0.6324576094217629,-0.41963704083733966,-0.6324576094217628,-0.41963704083733966,41,9.158089601885293e-06,0.006309713738038821
mid_block,11,mean_based_bias,-0.6402314963237627,-0.4173731539364749,-0.6402314963237626,-0.4173731539364749,41,6.549976267130173e-06,0.0066277973182383735
mid_block,12,mean_based_bias,-0.6469004036017283,-0.4274301147375272,-0.6469004036017283,-0.4274301147375272,41,4.876474203047956e-06,0.005313508107128434
mid_block,13,mean_based_bias,-0.6516703101840131,-0.43418825002187833,-0.6516703101840132,-0.43418825002187833,41,3.931405780516382e-06,0.004563078153572846
mid_block,14,mean_based_bias,-0.6535330009397061,-0.4322573542263494,-0.653533000939706,-0.4322573542263494,41,3.6105165356884637e-06,0.004767440933573794
mid_block,15,mean_based_bias,-0.6547887015945962,-0.41549366800153054,-0.654788701594596,-0.41549366800153054,41,3.4079902876096505e-06,0.006902300713237526
mid_block,16,mean_based_bias,-0.6549805214105053,-0.4096132126242381,-0.6549805214105048,-0.4096132126242381,41,3.37798995483009e-06,0.00782546122060659
mid_block,17,mean_based_bias,-0.6541476670368053,-0.4067168689309448,-0.6541476670368052,-0.4067168689309448,41,3.510035319462706e-06,0.008317933108385508
mid_block,18,mean_based_bias,-0.6527883411581139,-0.3978430747039059,-0.652788341158114,-0.3978430747039059,41,3.735791931236248e-06,0.009996010874337775
mid_block,19,mean_based_bias,-0.6504292352669392,-0.3902773691870384,-0.6504292352669386,-0.3902773691870384,41,4.1595547847917076e-06,0.011647737273934792
mid_block,20,mean_based_bias,-0.6470786140556584,-0.38819782289200877,-0.6470786140556583,-0.38819782289200877,41,4.837706146651672e-06,0.012140546096947421
mid_block,21,mean_based_bias,-0.6437599969622081,-0.3874247852449315,-0.6437599969622081,-0.3874247852449315,41,5.6082457937549955e-06,0.012328210873521542
mid_block,22,mean_based_bias,-0.640449565281331,-0.381242808029812,-0.6404495652813307,-0.381242808029812,41,6.487809846456563e-06,0.013919729422620682
mid_block,23,mean_based_bias,-0.6371558952064674,-0.390452912814245,-0.6371558952064672,-0.390452912814245,41,7.487047091855514e-06,0.011606928909577579
mid_block,24,mean_based_bias,-0.6346155406534482,-0.3733812950684047,-0.6346155406534483,-0.3733812950684047,41,8.352165646475207e-06,0.016192359861062277
mid_block,25,mean_based_bias,-0.6329708788295472,-0.3659925212434268,-0.6329708788295472,-0.3659925212434268,41,8.960185572399697e-06,0.018606372293549066
mid_block,26,mean_based_bias,-0.6309522271385203,-0.3630961775501335,-0.6309522271385202,-0.3630961775501335,41,9.761880008080178e-06,0.019631825309394526
mid_block,27,mean_based_bias,-0.6280128155209446,-0.36090525347810065,-0.6280128155209446,-0.36090525347810065,41,1.1047285464898664e-05,0.020438662925609453
mid_block,28,mean_based_bias,-0.623081582270465,-0.3452792754368444,-0.6230815822704648,-0.3452792754368444,41,1.355661373958912e-05,0.027036779219184293
mid_block,29,mean_based_bias,-0.6013704426929138,-0.34939092307973474,-0.6013704426929141,-0.34939092307973474,41,3.206933682758641e-05,0.025149559969097058
up_0,0,mean_based_bias,,,,,41,,
up_0,1,mean_based_bias,-0.3893263071534931,-0.27206058688246143,-0.3893263071534931,-0.27206058688246143,41,0.011870961440559321,0.08528877347758412
up_0,2,mean_based_bias,-0.5102367860884669,-0.4160202759457657,-0.5102367860884668,-0.4160202759457657,41,0.0006541909168131993,0.006824416554407513
up_0,3,mean_based_bias,-0.5233028838242084,-0.465784726675987,-0.5233028838242083,-0.465784726675987,41,0.0004469247336823709,0.0021474155775357295
up_0,4,mean_based_bias,-0.5006480486982379,-0.37038092077871965,-0.5006480486982376,-0.37038092077871965,41,0.0008570332097056996,0.017138652785562387
up_0,5,mean_based_bias,-0.5048197150578383,-0.29271899836697923,-0.5048197150578382,-0.29271899836697923,41,0.0007627618448987068,0.06327339217760396
up_0,6,mean_based_bias,-0.5370830450863477,-0.24305073885385892,-0.5370830450863476,-0.24305073885385892,41,0.0002939927797742149,0.12571514034888948
up_0,7,mean_based_bias,-0.5682106567289594,-0.32825228523990796,-0.5682106567289597,-0.32825228523990796,41,0.00010648781191716926,0.036145315754726126
up_0,8,mean_based_bias,-0.5942686646001212,-0.34396275557625655,-0.5942686646001211,-0.34396275557625655,41,4.19338597483282e-05,0.027665315784268923
up_0,9,mean_based_bias,-0.6133041683636571,-0.3639897110128525,-0.6133041683636571,-0.3639897110128525,41,2.0136575483542508e-05,0.019310530397790827
up_0,10,mean_based_bias,-0.626861224136661,-0.37836780793295277,-0.626861224136661,-0.37836780793295277,41,1.1591839413538474e-05,0.014717277040512792
up_0,11,mean_based_bias,-0.6318158187118662,-0.3617796576895457,-0.631815818711866,-0.3617796576895457,41,9.411186910436425e-06,0.020113381669669333
up_0,12,mean_based_bias,-0.6346951264590002,-0.3774187984941561,-0.6346951264590001,-0.3774187984941561,41,8.323726902916186e-06,0.014988890494636612
up_0,13,mean_based_bias,-0.6395251461781979,-0.3977379733433183,-0.6395251461781973,-0.3977379733433183,41,6.75511534894201e-06,0.010017504324852874
up_0,14,mean_based_bias,-0.6439366891466282,-0.40548811706106275,-0.6439366891466278,-0.40548811706106275,41,5.564534245242056e-06,0.008534771894941028
up_0,15,mean_based_bias,-0.6455441495427124,-0.41772425648447614,-0.6455441495427123,-0.41772425648447614,41,5.181005156799814e-06,0.006577577048913754
up_0,16,mean_based_bias,-0.6453726772377891,-0.428746634598115,-0.6453726772377887,-0.428746634598115,41,5.22072744645917e-06,0.005159451602929255
up_0,17,mean_based_bias,-0.6426179065770237,-0.4155814359922364,-0.6426179065770233,-0.4155814359922364,41,5.898482136055822e-06,0.00688926700275104
up_0,18,mean_based_bias,-0.6389101797880354,-0.41516067834357173,-0.6389101797880351,-0.41516067834357173,41,6.9385008718095475e-06,0.0069519439977583225
up_0,19,mean_based_bias,-0.6347268276402188,-0.4090866046800029,-0.6347268276402185,-0.4090866046800029,41,8.312423744540119e-06,0.007913087821966775
up_0,20,mean_based_bias,-0.6320436290774748,-0.4165468838900009,-0.6320436290774749,-0.4165468838900009,41,9.32062216012342e-06,0.006747292123582142
up_0,21,mean_based_bias,-0.6299727955023486,-0.4197686985577446,-0.6299727955023484,-0.4197686985577446,41,1.0174090308266307e-05,0.006291628634881798
up_0,22,mean_based_bias,-0.6271687068808247,-0.4206464166937775,-0.6271687068808245,-0.4206464166937775,41,1.1444082981457107e-05,0.006172202682799131
up_0,23,mean_based_bias,-0.624683051504801,-0.42288459794066147,-0.6246830515048009,-0.42288459794066147,41,1.2689620193575954e-05,0.005876502077044503
up_0,24,mean_based_bias,-0.6236318485485765,-0.42639547048479315,-0.6236318485485765,-0.42639547048479315,41,1.3252779861829629e-05,0.005437365357816565
up_0,25,mean_based_bias,-0.6236106455709012,-0.4350160569735373,-0.623610645570901,-0.4350160569735373,41,1.3264370767154321e-05,0.004477825879897894
up_0,26,mean_based_bias,-0.6234924793591153,-0.44533478484152217,-0.6234924793591153,-0.44533478484152217,41,1.3329138200899096e-05,0.0035258720725055244
up_0,27,mean_based_bias,-0.6237406132034108,-0.4527028478290998,-0.6237406132034101,-0.4527028478290998,41,1.3193467829194772e-05,0.0029592434914346836
up_0,28,mean_based_bias,-0.6266675389593499,-0.4802664451424536,-0.6266675389593496,-0.4802664451424536,41,1.168580723352546e-05,0.0014834476153714905
up_0,29,mean_based_bias,-0.62368997719333,-0.48801128363430424,-0.6236899771933299,-0.48801128363430424,41,1.3221050577822345e-05,0.0012090714280767296
up_1,0,mean_based_bias,,,,,41,,
up_1,1,mean_based_bias,-0.29853144390809183,-0.303291250689155,-0.29853144390809194,-0.303291250689155,41,0.05797254922642274,0.05390110343215612
up_1,2,mean_based_bias,-0.4244436103481842,-0.3543786974232919,-0.4244436103481843,-0.3543786974232919,41,0.005677851062279879,0.023008541190388785
up_1,3,mean_based_bias,-0.47835970763164715,-0.41932248470506794,-0.478359707631647,-0.41932248470506794,41,0.0015589202768644882,0.006353104666185835
up_1,4,mean_based_bias,-0.4529671339843632,-0.32705202346315576,-0.45296713398436306,-0.32705202346315576,41,0.00294049553824487,0.03687228683520843
up_1,5,mean_based_bias,-0.41368294994827937,-0.19826789100453263,-0.4136829499482793,-0.19826789100453263,41,0.007175983889078184,0.21399546386598678
up_1,6,mean_based_bias,-0.4548416902156511,-0.26286513216404395,-0.454841690215651,-0.26286513216404395,41,0.0028104801331649163,0.09682372705748049
up_1,7,mean_based_bias,-0.4944411781631201,-0.3183044820323389,-0.49444117816311983,-0.3183044820323389,41,0.0010165297823132402,0.04253938765767563
